id,input,aspect,label
1630,I doubt Ill get one to be honest,positive,honest
1639,Just got home i love stake and shake milkshakes,positive,love
1641,BAH yoube made me all hungry now,negative,hungry
1660,wish u could rub my head too,positive,wish
1661,Its beautiful I love the premium version thanks,positive,love
1680,off to work off at 1030lammmeeee,negative,lammmeeee
1686,Just got back from baby sitting It went well,positive,well
1689,booziest weekend in a long time good fun though,positive,fun
1690,WHY CANT I FIND IT,negative,CANT
1693,sounds like youve had a nice weekend lady,positive,nice
1700,I wish our didnt close,negative,didn’t
1707,All my loved ones are leaving on Sunday sad,negative,sad
1711,yay i hit 50 subscribers on youtube go me lol,positive,yay
1713,photo session motherdaughters bonding session happy me,positive,happy
1726,it was indeed made my life,positive,made
1729,Easy to use and the colors help organize my tasks,positive,Easy
1732,Uh oh Hope nothing too damaged,positive,Hope
1739,there are some really scary noises coming from outside,negative,scary
1743,VERY upset Mom is in the hospital,negative,upset
1755,Crashes when I customize my hero status,positive,Customize
1760,and now I wish I hadnt,negative,wish
1761,Oh boy this is going to be a loooooong day,negative,loooooong
1778,We Agree You guy rock,positive,rock
1783,hapee mothers day t all the mothers out there,positive,hapee
1784,eating breakfast getting ready to go to school,negative,sad
1789,Thats me on a good day,positive,good
1790,today was such a horrible dayy,negative,horrible
1797,feels at home to be back at church,positive,home
1799,god opened the clouds and said i hate you josh,negative,hate
1801,Pllllzzzzz make it for ios also,negative,Pllllzzzzz
1805,Yes I would love some more cowbell,positive,love
1809,Missing brandon Wanting to talk to anthony Sadshoes,negative,Sadshoes
1815,just got a free G2 android at google io,positive,free
1834,Not well again its definitely not hayfever,negative,not
1842,Happy Mothers day to all mums,positive,Happy
1861,Always get my hopes up too soonwe were soooo close,positive,close
1863,bach Thank you for YOUR positive energy contributions here,positive,positive
1866,Cant set the username field,negative,Can't
1881,yes it definitely paid off thanks 4 the advice,positive,paid
1884,im gonna eat some chips anybody want some hahaha,positive,hahaha!
1889,impossible to register circle circle circle and nothing,negative,impossible
1892,It doesnt ring to notify me,negative,doesn't
1893,this picture made me cry lol httpwwwtwitpiccom671w1,negative,cry
1904,Italy or greece for me Love Italian men hehe,positive,Love
1911,im playing good because im a big baby,positive,good
1912,I have a belly ache,negative,ache
1915,Startin to get a head ache Uuuggghh,negative,headache
1916,Margaritas with my Momo Ive missed her,negative,missed
1924,coomee to jamaiiicah an feel alllll right hahaha,positive,alllll
1926,May the 4th be with you too,positive,you
1931,fully inspired to write a song,positive,inspired
1940,Hellerrr new followerss Im Tricina uhhm Im cool,positive,cool
1945,broken my leg comment me please,negative,broken
1951,Just got up from a nap Relaxing for the night,positive,Relaxing
1952,notthebest weekendbut oh wellI have a right to be sad,negative,sad
1953,Is anyone there Please say hello Im feeling lonely,negative,lonely
1954,checking iDestroy sales sales are good,positive,good
1966,quick catch up on missed Neighbours poor Libby,negative,poor
1971,sorry for taking over twitter with my icantsleepness,negative,sorry
1978,man its starting to rain real hard,negative,hard
1981,i lost one of my best friends im sooo sad,negative,sad
1992,Fine thanks not long now till ChristmasIm excited,positive,excited
1993,Are you in Galbladia Garden That is hard,negative,hard
2002,Missing grocery list widget and quantity for grocery list items,negative,Missing
2005,oh godddd I coughed up a little bit of taco,negative,coughed
2009,You are too kind I swear Im always feeding someone,positive,kind
2016,yum Do you do home delivery,positive,yum
2020,sick of having constant bad dreams grr,negative,sick
2030,ok2 gnyt Haha too early,positive,Haha
2037,hahaha well its try its so ugly,negative,ugly
2042,I am so hungry its not even funny,negative,hungry
2050,Awe i feel so left out,negative,left
2052,I hate it when Trevor drives,negative,hate
2061,Im not bannished but I am at work till 6,negative,bannished
2064,she could have been a lost dog poor girl,negative,lost
2069,Twitter is slowing me down today,negative,slowing
2072,hates the net ayaw bumukas ng twitter httpplurkcompwxlxs,negative,hates
2074,Thanks man That sorted it I only ever remember 222222,positive,sorted
2079,IDIOTattux11 Thats cool Thnks for the follow techyuppie IDIOT,positive,cool
2086,i take it youre not a fan,negative,fan
2087,very much enjoyed your whats in a name article,positive,enjoyed
2093,Let us know what happens poor little guy,negative,poor
2096,Lets continue being productive today,positive,productive
2101,me too baby Miss you,negative,Miss
2104,I wish I was going to Internet Week,positive,wish
2109,eu daria 5 se estivesse totalmente traduzido para portugus,positive,daria
2117,Boognish wishes Clemmie would be nice to me httpappsfacebookcomcatbookprofileview6831309,positive,wishes
2124,watching beauty the beast haha,positive,beauty
2126,about to start my least favourite chore mopping the floor,negative,least
2128,Got a right bad headache,negative,bad
2132,Lil cuz coming round today she 5 aww haha,positive,aww
2133,kelly PJ days are the best days,positive,best
2134,Tells me tomorrows activities are overdue today,positive,overdue
2136,Traffic is down to a crawl on I94 right now,negative,crawl
2138,Here have fun with this httpbitlyPlNm4,positive,fun
2145,Hell my iTunes music library is even bipolar,negative,bipolar
2150,Good to see you hear as well Andy,positive,Good
2156,lets hope retirment is not cancelled for any reason,positive,hope
2157,The new redesigned cricinfo httptinyurlcommxlcuv I hate change,negative,hate
2160,Love this app It has really helped improve my productivity,positive,Love
2173,78 Elaines my online mommy too She gives good advice,positive,good
2177,yus 3 he was really nice,positive,nice
2189,Good I hope that it was a wonderful experience,positive,Wonderful
2210,Good days with good friends make me not regret living,positive,Good
2216,Dont be mad at me Please puppy dog eyes,negative,mad
2219,I only do computers Am hopeless at everything else,negative,hopeless
2221,britains got talent is rather disappointing this year,negative,disappointing
2235,the hotel should be thankful,positive,thankful
2238,im bored RC is goin maintenance,negative,bored
2242,I think my cheap sunglasses are falling apart Oh well,negative,cheap
2249,Happy Mothers Day Take ur mothers into a special place,positive,Happy
2257,agree completely its all about attitude chutzpah,positive,chutzpah
2258,whew finally got in to RC,positive,finally
2266,Really tired JAKe always gives me more work,negative,tired
2277,So sad that schools have to close,negative,sad
2280,Yoko Ono Ben Lee httplalacomzAd Its easy,positive,easy
2282,Joe and I loveee you,positive,loveee
2288,Interface is not really satisfactory,negative,unsatisfactory
2318,cool i saw it now in the link thanks,positive,cool
2324,Bad rum experience in college still havent recovered,negative,Bad
2335,httptwitpiccom4jf4m Very interesting head gear lol,positive,interesting
2337,Oh darn Lost another follower,negative,darn
2363,saddest celeb story of the week httpbitlyh09Ph,negative,saddest
2369,Happy Mothers Day to all Mums on Twitter,positive,Happy
2373,Not that funny I wont jump,negative,funny
2383,Poor Nicole just absolutely DESTROYED her cell phone,negative,DESTROYED
2390,I need a break I NEED KITKAT haha,positive,KITKAT
2393,morning sweetie you cool,positive,sweetie
2398,no room for me smh,negative,no
2403,Amazing night at the drive in,positive,Amazing
2416,i hate it when my bff is groundedd boooooooooo,negative,hate
2420,Aaaagh aircon not working in my office,negative,not
2424,Cant sleep People keep textin me,negative,sleep
2426,Happy Star Wars Day May The 4th Be With You,positive,Happy
2445,nope but the T1i looks super sweet,positive,sweet
2448,cant make it to graduation,negative,graduation
2449,Izzy So sorry to hear that what a disaster,negative,disaster
2457,Shoot Rob I missed it Just got home,negative,missed
2459,Least u can get some more Im broke,negative,broke
2482,Just got home from work and tired,negative,tired
2483,Guy Me neither But its getting better,positive,better
2486,Awesome App BUT soo many bugs,negative,bugs
2488,Not feelin right Hope the feeling passes Stupid stomach,negative,Stupid
2490,being LAME and not in deland with his favorite people,negative,LAME
2506,thx for the follow,positive,thx
2510,I hope you have a nice sleep,positive,nice
2525,still aint get my vanilla frosty yet,negative,ain't
2531,Y CANT WE ALL JUST GET ALONG,negative,CANT
2534,i feel less than nothin lower than zero,negative,nothing
2535,great so youre saying Im old being 28 and all,positive,great
2537,Widget has stopped working and the developer is unresponsive,negative,stopped
2542,Ive burnt my collerbone and arms and face aww,positive,aww
2547,Easy to list things and good reminder,positive,good
2555,doesnt want to go to work,negative,doesn`t
2557,I cant use my blackberry today This sucks,negative,sucks
2562,Have to go to the dreaded DMV tomorrow,negative,dreaded
2572,Is wondering if my ankle will ever stop hurting,negative,hurting
2582,haha best thing about office birthdays hey,positive,best
2602,Happy Mothers Day to all the moms out there,positive,Happy
2609,Not babysitting tonight I miss that kid,negative,miss
2615,Easy to use and customize,positive,Easy
2617,Easy to use Solid synchronization Really good,positive,good
2623,just watched yes man bahaha that movie is messed up,negative,messed
2624,When life as you know it doesnt exist anymore,negative,exist
2632,holla happy early mothers day,positive,happy
2642,lost some at worknt happy right now SLOANSTER,negative,lost
2644,Lunch sucked ran out of time didnt get anything done,negative,sucked
2655,Now I have a sunburn,negative,sunburn
2662,hi beautiful Hows it going,positive,beautiful
2665,Saturday will be the worst Saturday Ive had in ages,negative,worst
2671,Respect to for the Heineken man bag httptwitpiccom4jdrg,positive,Respect
2677,No problem Look forward to your next tweet,positive,Look
2692,Eating a dillybar from DQ Yuuum,positive,Yuuum
2694,Beautiful Large text and easy to use Well done,positive,Beautiful
2699,in ryehappy mothers day mums ily mummy lol,positive,happy
2701,i DID argue with byron because he said im fat,negative,fat
2706,just chilling out in my room on the computer,positive,chilling
2709,The new tecas driver license design is ugly,negative,ugly
2711,3 tweeets FGS tweekdeckkk hates me cryyyy,negative,hates
2725,Snoops uncle who was the COOLEST dancer EVER httptwitpiccom4wfqn,positive,COOLEST
2727,Nothing is free very bad,negative,bad
2731,Ugh still sick This Calgary cold has lasted forever,negative,sick
2734,dont put behind the wheel lmfao today was fun,positive,fun
2739,omg cat had a hairball awake now,negative,hairball
2740,Two months ago I became irrelevant,negative,irrelevant
2746,iddon blerrrrrrrrrrgh im too hot and all sticky,negative,blerrrrrrrrrrgh
2749,This app can really improve your life,positive,improve
2751,i knoww she is da best,positive,best
2761,Wowzer Its very windy Not good for my allergies,negative,allergies
2770,Waste of time unusable cannot delete events,negative,Waste
2772,No Outlook Calendar support Most business people use Outlook,negative,support
2773,were getting another puppy not cool really,negative,not
2777,well gracias haha and why is that the plays,positive,gracias
2780,thanks man I really appreciate the kind words,positive,appreciate
2784,ohh sorry thats someone elses pic my bad,negative,sorry
2785,Its depressing Im stuck inside all day,negative,depressing
2786,Im regretting the alcohol I consumed last night MY HEAD,negative,regretting
2799,too bad i dont have either,negative,bad
2801,someone is ignoring me being mean,negative,ignoring
2804,DAMMIT lets have a private session,negative,DAMMIT
2826,Thanks for the reminder Tony,positive,Thanks
2836,Free app works perfectly Syncs everything,positive,perfectly
2838,had a 100 raw day,negative,raw
2839,you my friend are a true fan,positive,true
2846,Great app Very userfriendly and practical Thanks,positive,Great
2853,good morning sunshine sleepytown is sleepy,positive,sunshine
2858,YES haahaaa break out the jellybeaniesss,positive,YES!!!
2862,Missing Nate more than usual tonight,negative,Missing
2864,Thank you so much phaoloo,positive,Thank
2871,lou hahah hopefully enjoy your day,positive,enjoy
2880,Its too hot Thermometer showing 25c at the moment,negative,hot
2888,Also HAPPY STAR WARS DAY,positive,HAPPY
2897,haha no problem its fun isn,positive,fun
2898,Walking to class I hate not having a bikeespecially mine,negative,hate
2905,Hello May you have a great day,positive,great
2906,So I always get left out,negative,left
2926,Omg my mom just called Im too late Hes gone,negative,gone
2933,Watched GossiPGirl Dans so funny haha,positive,funny
2937,I Love All Time Low,positive,Love
2943,stressed beyond BELIEF need a nap,negative,stressed
2949,Sharapova loses 1st set 61,negative,loses
2958,my ipod died not running until it is charged,negative,died
2960,cant upload a picture I already hate twitter,negative,hate
2964,My spellingis awful on twiiter,negative,awful
2966,oh Im sorry for that how old was your grandpa,negative,sorry
2970,sick on wifes bday double,negative,sick
2975,Won a gps at post prom,positive,won
2997,really wanted to go to that gig tonight,positive,wanted
2998,I wish I couldbut Im work when shes on,positive,wish
3002,Off to the gym by myself no fun,negative,fun
3003,ouch does picking your nose count,negative,ouch
3005,App is so cute 3,positive,cute
3008,Class The 50d is supposed to come today,positive,come
3012,Your sweetie is very lucky too liberty,positive,sweetie
3032,Its helping me the way i think,positive,helping
3035,benson Woohoo Well Done I started Macarenaing too,positive,Woohoo
3036,Extremely excited im 15 days behind you,positive,Excited
3037,a celticslakers rematch sounds better dont you think lol,positive,better
3045,Field day is sad No ribbons for me,negative,sad
3048,Today is a blessed day,positive,blessed
3052,So far this app works perfectly for what I need,positive,perfectly
3055,And now the crazy is all gone,negative,crazy
3062,counting the minutes until I can go home,negative,counting
3064,Better to have a search option for notes,positive,better
3075,Good app Helpful and easy to use,positive,Helpful
3076,ugh I totally cant sleep,negative,ugh
3077,ill miss yall back give my regards,negative,miss
3084,I feel so deflated No more doggy,negative,deflated
3088,Oh DuhI see that now thank you,positive,thank
3090,missing Taylor like crazy cant wait till hes back,negative,missing
3092,gr8 app keep up the good work,positive,good
3098,ooooo i love pretty feet,positive,love
3100,Its seriously quiet and lonely here without Bunny,negative,lonely
3105,The safeway bathroom still smells like ass,negative,ass
3112,Happy Mothers Day Same day more chocolate,positive,Happy
3116,,negative,недостаточно
3127,Great app for tracking new habbits,positive,Great
3128,Im poorly and cant sleep,negative,poorly
3129,ohyeahhh hate the heat httptwitpiccom665a2,negative,hate
3136,Roxie is not feeling very well httpappsfacebookcomdogbookprofileview6878284,negative,not
3140,httpbitly5e7dr this is cool van helden,positive,cool
3144,oh jealous Though youre missing the fried potato bread,negative,jealous
3147,I am twittering LIKE A BOSS Thanks Savvv,positive,BOSS
3149,Watching snl because the love of my life is hosting,positive,love
3154,Highly recommend httptinyurlcomHowDavidBeatsGoliath by Malcolm Gladwell,positive,recommend
3160,but omg mummy bought me icecream,positive,ice-cream
3162,59 may be my new FAV number,positive,FAV
3166,my tix are in limboas usual UPSsucks,negative,limbo
3174,Star Trek Did not disappoint 5 star,positive,disappoint
3181,Attempting to sleep My puppy is sick already,negative,sick
3183,wishes Happy mothers day to all mothers,positive,Happy
3185,just an unwanted extension of calendar,negative,unwanted
3186,reality morning trish have fun today,positive,fun
3188,Just the app I need,positive,needed
3194,Please dont vote for her out of sympathy BGT,negative,sympathy
3196,FIL 461 with cool people like me,positive,cool
3201,Multiple account support without unified view Really disappointing,negative,disappointing
3207,Last day at workSick to the bone,negative,Sick
3210,hurt my left knee somehow last night hurts to walk,negative,hurt
3215,LOL You know me I aim to please,positive,please
3219,This is dumb I keep losing followers,negative,dumb
3229,Loading takes too long and reminders dont work,negative,long
3236,Great for managing to do list,positive,Great
3239,Best todo app Ive come across,positive,Best
3241,thank you need to pass my test first,positive,thank
3245,my body isnt itching anymore,positive,isnt
3250,It was BuckFast Brain just went blank,negative,blank
3268,Goodnight twitterworld Ill tweet yall later Goodnight J,positive,Goodnight
3271,staying home because Im badass,positive,badass
3276,Very helpful for busy scheduled hard workers,positive,helpful
3279,that was funny n almost right,positive,funny
3282,Does not feel good at all today,negative,bad
3283,but its fun when they blatantly ignore the advice,positive,fun
3285,no way that sucks B are you ok,negative,sucks
3290,Good night Rob Sleep well Safe travels tomorrow,positive,Good
3292,Welcome aboard to 5 new followers Thanks Im honored,positive,honored
3296,Sounds like you won backstage passes,positive,won
3298,too bad im work,negative,bad
3307,haha yeah i meant mall winks back,positive,haha
3313,and this terrible cartoon thats supposed to be mexican,negative,terrible
